,Image_filename,Input.image_url,Answer.Gender,Answer.Rating,True.Gender,True.Gender.str
0,18_0_3_20170119151213151.jpg.chip.jpg,http://snapdocket.com/fast/18_0_3_20170119151213151.jpg.chip.jpg,0.0,1.75,0.0,Male
1,18_1_3_20170117135709510.jpg.chip.jpg,http://snapdocket.com/fast/18_1_3_20170117135709510.jpg.chip.jpg,0.8,5.0,1.0,Female
2,19_0_1_20170114025936564.jpg.chip.jpg,http://snapdocket.com/fast/19_0_1_20170114025936564.jpg.chip.jpg,0.0,0.4,0.0,Male
3,20_0_3_20170113133050904.jpg.chip.jpg,http://snapdocket.com/fast/20_0_3_20170113133050904.jpg.chip.jpg,0.0,1.6,0.0,Male
4,21_1_3_20170119154311378.jpg.chip.jpg,http://snapdocket.com/fast/21_1_3_20170119154311378.jpg.chip.jpg,0.4,2.8,1.0,Female
5,22_0_1_20170113193211629.jpg.chip.jpg,http://snapdocket.com/fast/22_0_1_20170113193211629.jpg.chip.jpg,0.0,0.8,0.0,Male
6,22_1_0_20170117141120129.jpg.chip.jpg,http://snapdocket.com/fast/22_1_0_20170117141120129.jpg.chip.jpg,1.0,5.8,1.0,Female
7,23_0_0_20170117144116074.jpg.chip.jpg,http://snapdocket.com/fast/23_0_0_20170117144116074.jpg.chip.jpg,0.0,0.4,0.0,Male
8,24_0_2_20170116165047009.jpg.chip.jpg,http://snapdocket.com/fast/24_0_2_20170116165047009.jpg.chip.jpg,0.0,2.8,0.0,Male
9,24_1_2_20170116173444326.jpg.chip.jpg,http://snapdocket.com/fast/24_1_2_20170116173444326.jpg.chip.jpg,1.0,5.4,1.0,Female
10,24_1_2_20170116174612535.jpg.chip.jpg,http://snapdocket.com/fast/24_1_2_20170116174612535.jpg.chip.jpg,1.0,5.2,1.0,Female
11,24_1_3_20170109132425493.jpg.chip.jpg,http://snapdocket.com/fast/24_1_3_20170109132425493.jpg.chip.jpg,1.0,4.0,1.0,Female
12,24_1_4_20170103230137338.jpg.chip.jpg,http://snapdocket.com/fast/24_1_4_20170103230137338.jpg.chip.jpg,1.0,5.2,1.0,Female
13,25_0_0_20170116001254628.jpg.chip.jpg,http://snapdocket.com/fast/25_0_0_20170116001254628.jpg.chip.jpg,0.0,1.0,0.0,Male
14,25_0_0_20170117191222353.jpg.chip.jpg,http://snapdocket.com/fast/25_0_0_20170117191222353.jpg.chip.jpg,0.0,1.2,0.0,Male
15,25_0_0_20170119171125583.jpg.chip.jpg,http://snapdocket.com/fast/25_0_0_20170119171125583.jpg.chip.jpg,0.0,1.2,0.0,Male
16,25_1_2_20170116165425465.jpg.chip.jpg,http://snapdocket.com/fast/25_1_2_20170116165425465.jpg.chip.jpg,1.0,5.6,1.0,Female
17,25_1_2_20170116174847586.jpg.chip.jpg,http://snapdocket.com/fast/25_1_2_20170116174847586.jpg.chip.jpg,1.0,5.25,1.0,Female
18,26_0_1_20170113133950129.jpg.chip.jpg,http://snapdocket.com/fast/26_0_1_20170113133950129.jpg.chip.jpg,0.0,1.0,0.0,Male
19,26_0_1_20170113154951523.jpg.chip.jpg,http://snapdocket.com/fast/26_0_1_20170113154951523.jpg.chip.jpg,0.0,0.5,0.0,Male
20,26_0_1_20170116192106714.jpg.chip.jpg,http://snapdocket.com/fast/26_0_1_20170116192106714.jpg.chip.jpg,0.0,1.25,0.0,Male
21,26_0_3_20170119183349949.jpg.chip.jpg,http://snapdocket.com/fast/26_0_3_20170119183349949.jpg.chip.jpg,0.0,1.2,0.0,Male
22,26_1_0_20170117003314278.jpg.chip.jpg,http://snapdocket.com/fast/26_1_0_20170117003314278.jpg.chip.jpg,1.0,5.0,1.0,Female
23,26_1_1_20170116234800903.jpg.chip.jpg,http://snapdocket.com/fast/26_1_1_20170116234800903.jpg.chip.jpg,1.0,4.8,1.0,Female
24,26_1_1_20170117134025403.jpg.chip.jpg,http://snapdocket.com/fast/26_1_1_20170117134025403.jpg.chip.jpg,1.0,5.0,1.0,Female
25,26_1_1_20170117202000565.jpg.chip.jpg,http://snapdocket.com/fast/26_1_1_20170117202000565.jpg.chip.jpg,1.0,4.8,1.0,Female
26,26_1_2_20170116184044516.jpg.chip.jpg,http://snapdocket.com/fast/26_1_2_20170116184044516.jpg.chip.jpg,1.0,4.2,1.0,Female
27,26_1_2_20170116184248819.jpg.chip.jpg,http://snapdocket.com/fast/26_1_2_20170116184248819.jpg.chip.jpg,1.0,5.8,1.0,Female
28,26_1_2_20170116234746730.jpg.chip.jpg,http://snapdocket.com/fast/26_1_2_20170116234746730.jpg.chip.jpg,1.0,5.333333333333333,1.0,Female
29,26_1_3_20170119150012157.jpg.chip.jpg,http://snapdocket.com/fast/26_1_3_20170119150012157.jpg.chip.jpg,1.0,6.0,1.0,Female
30,26_1_3_20170119155612442.jpg.chip.jpg,http://snapdocket.com/fast/26_1_3_20170119155612442.jpg.chip.jpg,1.0,5.4,1.0,Female
31,27_0_1_20170117010459432.jpg.chip.jpg,http://snapdocket.com/fast/27_0_1_20170117010459432.jpg.chip.jpg,0.0,0.4,0.0,Male
32,27_0_3_20170119152415944.jpg.chip.jpg,http://snapdocket.com/fast/27_0_3_20170119152415944.jpg.chip.jpg,0.0,1.0,0.0,Male
33,27_0_3_20170119193231250.jpg.chip.jpg,http://snapdocket.com/fast/27_0_3_20170119193231250.jpg.chip.jpg,0.0,1.2,0.0,Male
34,27_0_3_20170119193302202.jpg.chip.jpg,http://snapdocket.com/fast/27_0_3_20170119193302202.jpg.chip.jpg,0.0,1.2,0.0,Male
35,27_1_3_20170104231549626.jpg.chip.jpg,http://snapdocket.com/fast/27_1_3_20170104231549626.jpg.chip.jpg,1.0,5.2,1.0,Female
36,28_0_0_20170117180427607.jpg.chip.jpg,http://snapdocket.com/fast/28_0_0_20170117180427607.jpg.chip.jpg,0.0,0.2,0.0,Male
37,28_0_0_20170117180517775.jpg.chip.jpg,http://snapdocket.com/fast/28_0_0_20170117180517775.jpg.chip.jpg,0.0,0.75,0.0,Male
38,28_0_1_20170117170153595.jpg.chip.jpg,http://snapdocket.com/fast/28_0_1_20170117170153595.jpg.chip.jpg,0.0,1.0,0.0,Male
39,28_0_3_20170119194819469.jpg.chip.jpg,http://snapdocket.com/fast/28_0_3_20170119194819469.jpg.chip.jpg,0.0,1.0,0.0,Male
40,28_1_1_20170113012030016.jpg.chip.jpg,http://snapdocket.com/fast/28_1_1_20170113012030016.jpg.chip.jpg,1.0,5.2,1.0,Female
41,28_1_1_20170113012508729.jpg.chip.jpg,http://snapdocket.com/fast/28_1_1_20170113012508729.jpg.chip.jpg,1.0,4.75,1.0,Female
42,29_0_0_20170104170512993.jpg.chip.jpg,http://snapdocket.com/fast/29_0_0_20170104170512993.jpg.chip.jpg,0.0,1.0,0.0,Male
43,29_0_2_20170116163356668.jpg.chip.jpg,http://snapdocket.com/fast/29_0_2_20170116163356668.jpg.chip.jpg,0.0,3.0,0.0,Male
44,29_0_3_20170105162407635.jpg.chip.jpg,http://snapdocket.com/fast/29_0_3_20170105162407635.jpg.chip.jpg,0.0,1.6,0.0,Male
45,29_0_3_20170119164635285.jpg.chip.jpg,http://snapdocket.com/fast/29_0_3_20170119164635285.jpg.chip.jpg,0.0,1.8,0.0,Male
46,29_1_1_20170117194236505.jpg.chip.jpg,http://snapdocket.com/fast/29_1_1_20170117194236505.jpg.chip.jpg,1.0,6.0,1.0,Female
47,30_0_0_20170117130641193.jpg.chip.jpg,http://snapdocket.com/fast/30_0_0_20170117130641193.jpg.chip.jpg,0.0,0.8,0.0,Male
48,30_0_0_20170117131025845.jpg.chip.jpg,http://snapdocket.com/fast/30_0_0_20170117131025845.jpg.chip.jpg,0.0,1.0,0.0,Male
49,30_0_3_20170119195801076.jpg.chip.jpg,http://snapdocket.com/fast/30_0_3_20170119195801076.jpg.chip.jpg,0.0,1.6,0.0,Male
50,30_1_1_20170113012621729.jpg.chip.jpg,http://snapdocket.com/fast/30_1_1_20170113012621729.jpg.chip.jpg,1.0,4.8,1.0,Female
51,30_1_2_20170116161338805.jpg.chip.jpg,http://snapdocket.com/fast/30_1_2_20170116161338805.jpg.chip.jpg,1.0,6.0,1.0,Female
52,31_0_1_20170116191341541.jpg.chip.jpg,http://snapdocket.com/fast/31_0_1_20170116191341541.jpg.chip.jpg,0.0,0.5,0.0,Male
53,31_0_1_20170116203409947.jpg.chip.jpg,http://snapdocket.com/fast/31_0_1_20170116203409947.jpg.chip.jpg,0.0,1.2,0.0,Male
54,32_0_0_20170103182544874.jpg.chip.jpg,http://snapdocket.com/fast/32_0_0_20170103182544874.jpg.chip.jpg,0.0,0.4,0.0,Male
55,32_0_1_20170113134404473.jpg.chip.jpg,http://snapdocket.com/fast/32_0_1_20170113134404473.jpg.chip.jpg,0.0,0.2,0.0,Male
56,32_0_1_20170117135943245.jpg.chip.jpg,http://snapdocket.com/fast/32_0_1_20170117135943245.jpg.chip.jpg,0.0,0.4,0.0,Male
57,32_0_1_20170117140805502.jpg.chip.jpg,http://snapdocket.com/fast/32_0_1_20170117140805502.jpg.chip.jpg,0.0,0.6,0.0,Male
58,32_1_0_20170117091929838.jpg.chip.jpg,http://snapdocket.com/fast/32_1_0_20170117091929838.jpg.chip.jpg,1.0,5.4,1.0,Female
59,32_1_0_20170117134737646.jpg.chip.jpg,http://snapdocket.com/fast/32_1_0_20170117134737646.jpg.chip.jpg,0.8,4.8,1.0,Female
60,32_1_2_20170116162312021.jpg.chip.jpg,http://snapdocket.com/fast/32_1_2_20170116162312021.jpg.chip.jpg,1.0,5.2,1.0,Female
61,32_1_2_20170116181306891.jpg.chip.jpg,http://snapdocket.com/fast/32_1_2_20170116181306891.jpg.chip.jpg,1.0,4.6,1.0,Female
62,34_0_2_20170105173426253.jpg.chip.jpg,http://snapdocket.com/fast/34_0_2_20170105173426253.jpg.chip.jpg,0.0,2.6,0.0,Male
63,34_0_3_20170119200817301.jpg.chip.jpg,http://snapdocket.com/fast/34_0_3_20170119200817301.jpg.chip.jpg,0.0,2.2,0.0,Male
64,34_1_1_20170117132708007.jpg.chip.jpg,http://snapdocket.com/fast/34_1_1_20170117132708007.jpg.chip.jpg,1.0,6.0,1.0,Female
65,35_0_0_20170105172434989.jpg.chip.jpg,http://snapdocket.com/fast/35_0_0_20170105172434989.jpg.chip.jpg,0.0,1.0,0.0,Male
66,35_0_0_20170117122020502.jpg.chip.jpg,http://snapdocket.com/fast/35_0_0_20170117122020502.jpg.chip.jpg,0.0,1.0,0.0,Male
67,35_0_0_20170117151310138.jpg.chip.jpg,http://snapdocket.com/fast/35_0_0_20170117151310138.jpg.chip.jpg,0.0,1.0,0.0,Male
68,35_0_1_20170113142443251.jpg.chip.jpg,http://snapdocket.com/fast/35_0_1_20170113142443251.jpg.chip.jpg,0.0,0.2,0.0,Male
69,35_0_1_20170113182403214.jpg.chip.jpg,http://snapdocket.com/fast/35_0_1_20170113182403214.jpg.chip.jpg,0.0,1.0,0.0,Male
70,35_0_1_20170117142612894.jpg.chip.jpg,http://snapdocket.com/fast/35_0_1_20170117142612894.jpg.chip.jpg,0.2,0.8,0.0,Male
71,35_0_2_20170116191142333.jpg.chip.jpg,http://snapdocket.com/fast/35_0_2_20170116191142333.jpg.chip.jpg,0.0,2.6,0.0,Male
72,35_1_0_20170105165053628.jpg.chip.jpg,http://snapdocket.com/fast/35_1_0_20170105165053628.jpg.chip.jpg,1.0,4.8,1.0,Female
73,35_1_0_20170113005254692.jpg.chip.jpg,http://snapdocket.com/fast/35_1_0_20170113005254692.jpg.chip.jpg,1.0,4.2,1.0,Female
74,35_1_1_20170112215312112.jpg.chip.jpg,http://snapdocket.com/fast/35_1_1_20170112215312112.jpg.chip.jpg,1.0,4.5,1.0,Female
75,35_1_1_20170117194931418.jpg.chip.jpg,http://snapdocket.com/fast/35_1_1_20170117194931418.jpg.chip.jpg,1.0,4.6,1.0,Female
76,36_0_3_20170104232856875.jpg.chip.jpg,http://snapdocket.com/fast/36_0_3_20170104232856875.jpg.chip.jpg,0.0,1.2,0.0,Male
77,36_0_3_20170104232859970.jpg.chip.jpg,http://snapdocket.com/fast/36_0_3_20170104232859970.jpg.chip.jpg,0.0,1.75,0.0,Male
78,36_0_3_20170119191815385.jpg.chip.jpg,http://snapdocket.com/fast/36_0_3_20170119191815385.jpg.chip.jpg,0.0,1.4,0.0,Male
79,36_1_3_20170117162455051.jpg.chip.jpg,http://snapdocket.com/fast/36_1_3_20170117162455051.jpg.chip.jpg,1.0,5.0,1.0,Female
80,37_1_0_20170109134008515.jpg.chip.jpg,http://snapdocket.com/fast/37_1_0_20170109134008515.jpg.chip.jpg,1.0,5.2,1.0,Female
81,38_1_1_20170112204552523.jpg.chip.jpg,http://snapdocket.com/fast/38_1_1_20170112204552523.jpg.chip.jpg,1.0,4.8,1.0,Female
82,39_0_0_20170104181221245.jpg.chip.jpg,http://snapdocket.com/fast/39_0_0_20170104181221245.jpg.chip.jpg,0.0,2.0,0.0,Male
83,39_0_0_20170117154233939.jpg.chip.jpg,http://snapdocket.com/fast/39_0_0_20170117154233939.jpg.chip.jpg,0.0,1.6,0.0,Male
84,39_0_3_20170119191918705.jpg.chip.jpg,http://snapdocket.com/fast/39_0_3_20170119191918705.jpg.chip.jpg,0.0,0.8,0.0,Male
85,39_1_0_20170103182037472.jpg.chip.jpg,http://snapdocket.com/fast/39_1_0_20170103182037472.jpg.chip.jpg,1.0,4.2,1.0,Female
86,40_0_0_20170116222338389.jpg.chip.jpg,http://snapdocket.com/fast/40_0_0_20170116222338389.jpg.chip.jpg,0.0,0.8,0.0,Male
87,40_0_3_20170109003040502.jpg.chip.jpg,http://snapdocket.com/fast/40_0_3_20170109003040502.jpg.chip.jpg,0.0,2.2,0.0,Male
88,41_0_0_20170113184511343.jpg.chip.jpg,http://snapdocket.com/fast/41_0_0_20170113184511343.jpg.chip.jpg,0.2,2.0,0.0,Male
89,41_1_0_20170103163256248.jpg.chip.jpg,http://snapdocket.com/fast/41_1_0_20170103163256248.jpg.chip.jpg,1.0,3.2,1.0,Female
90,45_0_1_20170113173043145.jpg.chip.jpg,http://snapdocket.com/fast/45_0_1_20170113173043145.jpg.chip.jpg,0.0,0.0,0.0,Male
91,45_0_3_20170119184144631.jpg.chip.jpg,http://snapdocket.com/fast/45_0_3_20170119184144631.jpg.chip.jpg,0.2,1.8,0.0,Male
92,47_1_1_20170113012000953.jpg.chip.jpg,http://snapdocket.com/fast/47_1_1_20170113012000953.jpg.chip.jpg,1.0,4.4,1.0,Female
93,48_0_3_20170119205259311.jpg.chip.jpg,http://snapdocket.com/fast/48_0_3_20170119205259311.jpg.chip.jpg,0.0,0.5,0.0,Male
94,49_0_0_20170104185744454.jpg.chip.jpg,http://snapdocket.com/fast/49_0_0_20170104185744454.jpg.chip.jpg,0.0,1.4,0.0,Male
95,49_1_0_20170103181849281.jpg.chip.jpg,http://snapdocket.com/fast/49_1_0_20170103181849281.jpg.chip.jpg,1.0,4.75,1.0,Female
96,50_0_1_20170113142324284.jpg.chip.jpg,http://snapdocket.com/fast/50_0_1_20170113142324284.jpg.chip.jpg,0.0,0.25,0.0,Male
97,50_0_1_20170113173828618.jpg.chip.jpg,http://snapdocket.com/fast/50_0_1_20170113173828618.jpg.chip.jpg,0.0,0.6,0.0,Male
98,50_0_3_20170119205541880.jpg.chip.jpg,http://snapdocket.com/fast/50_0_3_20170119205541880.jpg.chip.jpg,0.2,2.6,0.0,Male
99,50_1_0_20170117160741470.jpg.chip.jpg,http://snapdocket.com/fast/50_1_0_20170117160741470.jpg.chip.jpg,1.0,4.0,1.0,Female
